arxiv id,title,published,author(s),abs link,pdf link,journal ref,comment,abstract
2205.07249v1,Pocket2Mol: Efficient Molecular Sampling Based on 3D Protein Pockets,2022-05-15T10:23:07Z,"Xingang Peng, Shitong Luo, Jiaqi Guan, Qi Xie, Jian Peng, Jianzhu Ma",http://arxiv.org/abs/2205.07249v1,http://arxiv.org/pdf/2205.07249v1,No journal ref found,ICML 2022 accepted,"Deep generative models have achieved tremendous success in designing novel
drug molecules in recent years. A new thread of works have shown the great
potential in advancing the specificity and success rate of in silico drug
design by considering the structure of protein pockets. This setting posts
fundamental computational challenges in sampling new chemical compounds that
could satisfy multiple geometrical constraints imposed by pockets. Previous
sampling algorithms either sample in the graph space or only consider the 3D
coordinates of atoms while ignoring other detailed chemical structures such as
bond types and functional groups. To address the challenge, we develop
Pocket2Mol, an E(3)-equivariant generative network composed of two modules: 1)
a new graph neural network capturing both spatial and bonding relationships
between atoms of the binding pockets and 2) a new efficient algorithm which
samples new drug candidates conditioned on the pocket representations from a
tractable distribution without relying on MCMC. Experimental results
demonstrate that molecules sampled from Pocket2Mol achieve significantly better
binding affinity and other drug properties such as druglikeness and synthetic
accessibility."
2406.10867v1,Geometric-informed GFlowNets for Structure-Based Drug Design,2024-06-16T09:32:19Z,"Grayson Lee, Tony Shen, Martin Ester",http://arxiv.org/abs/2406.10867v1,http://arxiv.org/pdf/2406.10867v1,No journal ref found,Accepted at MoML 2024 as Spotlight,"The rise of cost involved with drug discovery and current speed of which they
are discover, underscore the need for more efficient structure-based drug
design (SBDD) methods. We employ Generative Flow Networks (GFlowNets), to
effectively explore the vast combinatorial space of drug-like molecules, which
traditional virtual screening methods fail to cover. We introduce a novel
modification to the GFlowNet framework by incorporating trigonometrically
consistent embeddings, previously utilized in tasks involving protein
conformation and protein-ligand interactions, to enhance the model's ability to
generate molecules tailored to specific protein pockets. We have modified the
existing protein conditioning used by GFlowNets, blending geometric information
from both protein and ligand embeddings to achieve more geometrically
consistent embeddings. Experiments conducted using CrossDocked2020 demonstrated
an improvement in the binding affinity between generated molecules and protein
pockets for both single and multi-objective tasks, compared to previous work.
Additionally, we propose future work aimed at further increasing the geometric
information captured in protein-ligand interactions."
2412.19812v2,Pharmacophore-guided de novo drug design with diffusion bridge,2024-12-10T15:41:06Z,"Conghao Wang, Jagath C. Rajapakse",http://arxiv.org/abs/2412.19812v2,http://arxiv.org/pdf/2412.19812v2,No journal ref found,"18 pages, 9 figures, 4 tables","De novo design of bioactive drug molecules with potential to treat desired
biological targets is a profound task in the drug discovery process. Existing
approaches tend to leverage the pocket structure of the target protein to
condition the molecule generation. However, even the pocket area of the target
protein may contain redundant information since not all atoms in the pocket is
responsible for the interaction with the ligand. In this work, we propose
PharmacoBridge, a phamacophore-guided de novo design approach to generate drug
candidates inducing desired bioactivity via diffusion bridge. Our method adapts
the diffusion bridge to effectively convert pharmacophore arrangements in the
spatial space into molecular structures under the manner of SE(3)-equivariant
transformation, providing sophisticated control over optimal biochemical
feature arrangements on the generated molecules. PharmacoBridge is demonstrated
to generate hit candidates that exhibit high binding affinity with potential
protein targets."
2502.06027v1,"Generating 3D Binding Molecules Using Shape-Conditioned Diffusion Models
  with Guidance",2025-02-09T20:50:39Z,"Ziqi Chen, Bo Peng, Tianhua Zhai, Daniel Adu-Ampratwum, Xia Ning",http://arxiv.org/abs/2502.06027v1,http://arxiv.org/pdf/2502.06027v1,No journal ref found,This paper has been accepted by Nature Machine Intelligence,"Drug development is a critical but notoriously resource- and time-consuming
process. In this manuscript, we develop a novel generative artificial
intelligence (genAI) method DiffSMol to facilitate drug development. DiffSmol
generates 3D binding molecules based on the shapes of known ligands. DiffSMol
encapsulates geometric details of ligand shapes within pre-trained, expressive
shape embeddings and then generates new binding molecules through a diffusion
model. DiffSMol further modifies the generated 3D structures iteratively via
shape guidance to better resemble the ligand shapes. It also tailors the
generated molecules toward optimal binding affinities under the guidance of
protein pockets. Here, we show that DiffSMol outperforms the state-of-the-art
methods on benchmark datasets. When generating binding molecules resembling
ligand shapes, DiffSMol with shape guidance achieves a success rate 61.4%,
substantially outperforming the best baseline (11.2%), meanwhile producing
molecules with novel molecular graph structures. DiffSMol with pocket guidance
also outperforms the best baseline in binding affinities by 13.2%, and even by
17.7% when combined with shape guidance. Case studies for two critical drug
targets demonstrate very favorable physicochemical and pharmacokinetic
properties of the generated molecules, thus, the potential of DiffSMol in
developing promising drug candidates."
1312.6237v1,"Effects of space structure and combination therapies on phenotypic
  heterogeneity and drug resistance in solid tumors",2013-12-21T11:01:47Z,"Alexander Lorz, Tommaso Lorenzi, Jean Clairambault, Alexandre Escargueil, Benoît Perthame",http://arxiv.org/abs/1312.6237v1,http://arxiv.org/pdf/1312.6237v1,No journal ref found,No comment found,"Histopathological evidence supports the idea that the emergence of phenotypic
heterogeneity and resistance to cytotoxic drugs can be considered as a process
of adaptation, or evolution, in tumor cell populations. In this framework, can
we explain intra-tumor heterogeneity in terms of cell adaptation to local
conditions? How do anti-cancer therapies affect the outcome of cell competition
for nutrients within solid tumors? Can we overcome the emergence of resistance
and favor the eradication of cancer cells by using combination therapies?
Bearing these questions in mind, we develop a model describing cell dynamics
inside a tumor spheroid under the effects of cytotoxic and cytostatic drugs.
Cancer cells are assumed to be structured as a population by two real variables
standing for space position and the expression level of a cytotoxic resistant
phenotype. The model takes explicitly into account the dynamics of resources
and anti-cancer drugs as well as their interactions with the cell population
under treatment. We analyze the effects of space structure and combination
therapies on phenotypic heterogeneity and chemotherapeutic resistance.
Furthermore, we study the efficacy of combined therapy protocols based on
constant infusion and/or bang-bang delivery of cytotoxic and cytostatic drugs."
2012.09624v1,"Distance-aware Molecule Graph Attention Network for Drug-Target Binding
  Affinity Prediction",2020-12-17T17:44:01Z,"Jingbo Zhou, Shuangli Li, Liang Huang, Haoyi Xiong, Fan Wang, Tong Xu, Hui Xiong, Dejing Dou",http://arxiv.org/abs/2012.09624v1,http://arxiv.org/pdf/2012.09624v1,No journal ref found,No comment found,"Accurately predicting the binding affinity between drugs and proteins is an
essential step for computational drug discovery. Since graph neural networks
(GNNs) have demonstrated remarkable success in various graph-related tasks,
GNNs have been considered as a promising tool to improve the binding affinity
prediction in recent years. However, most of the existing GNN architectures can
only encode the topological graph structure of drugs and proteins without
considering the relative spatial information among their atoms. Whereas,
different from other graph datasets such as social networks and commonsense
knowledge graphs, the relative spatial position and chemical bonds among atoms
have significant impacts on the binding affinity. To this end, in this paper,
we propose a diStance-aware Molecule graph Attention Network (S-MAN) tailored
to drug-target binding affinity prediction. As a dedicated solution, we first
propose a position encoding mechanism to integrate the topological structure
and spatial position information into the constructed pocket-ligand graph.
Moreover, we propose a novel edge-node hierarchical attentive aggregation
structure which has edge-level aggregation and node-level aggregation. The
hierarchical attentive aggregation can capture spatial dependencies among
atoms, as well as fuse the position-enhanced information with the capability of
discriminating multiple spatial relations among atoms. Finally, we conduct
extensive experiments on two standard datasets to demonstrate the effectiveness
of S-MAN."
2112.11439v1,"Automated Drug-Related Information Extraction from French Clinical
  Documents: ReLyfe Approach",2021-11-29T22:11:23Z,"Azzam Alwan, Maayane Attias, Larry Rubin, Adnan El Bakri",http://arxiv.org/abs/2112.11439v1,http://arxiv.org/pdf/2112.11439v1,"GLOBAL HEALTH 2021 : The Tenth International Conference on Global
  Health Challenges","It is published in ""GLOBAL HEALTH 2021: The Tenth International
  Conference on Global Health Challenges"" , Pages: 24 to 29, Location:
  Barcelona, Spain , Publication date: October 3, 2021 , URL paper:
  https://thinkmind.org/index.php?view=article&articleid=global_health_2021_2_30_70030","Structuring medical data in France remains a challenge mainly because of the
lack of medical data due to privacy concerns and the lack of methods and
approaches on processing the French language. One of these challenges is
structuring drug-related information in French clinical documents. To our
knowledge, over the last decade, there are less than five relevant papers that
study French prescriptions. This paper proposes a new approach for extracting
drug-related information from French clinical scanned documents while
preserving patients' privacy. In addition, we deployed our method in a health
data management platform where it is used to structure drug medical data and
help patients organize their drug schedules. It can be implemented on any web
or mobile platform. This work closes the gap between theoretical and practical
work by creating an application adapted to real production problems. It is a
combination of a rule-based phase and a Deep Learning approach. Finally,
numerical results show the outperformance and relevance of the proposed
methodology."
2308.02172v1,"Delete: Deep Lead Optimization Enveloped in Protein Pocket through
  Unified Deleting Strategies and a Structure-aware Network",2023-08-04T07:18:08Z,"Haotian Zhang, Huifeng Zhao, Xujun Zhang, Qun Su, Hongyan Du, Chao Shen, Zhe Wang, Dan Li, Peichen Pan, Guangyong Chen, Yu Kang, Chang-yu Hsieh, Tingjun Hou",http://arxiv.org/abs/2308.02172v1,http://arxiv.org/pdf/2308.02172v1,No journal ref found,No comment found,"Drug discovery is a highly complicated process, and it is unfeasible to fully
commit it to the recently developed molecular generation methods. Deep
learning-based lead optimization takes expert knowledge as a starting point,
learning from numerous historical cases about how to modify the structure for
better drug-forming properties. However, compared with the more established de
novo generation schemes, lead optimization is still an area that requires
further exploration. Previously developed models are often limited to resolving
one (or few) certain subtask(s) of lead optimization, and most of them can only
generate the two-dimensional structures of molecules while disregarding the
vital protein-ligand interactions based on the three-dimensional binding poses.
To address these challenges, we present a novel tool for lead optimization,
named Delete (Deep lead optimization enveloped in protein pocket). Our model
can handle all subtasks of lead optimization involving fragment growing,
linking, and replacement through a unified deleting (masking) strategy, and is
aware of the intricate pocket-ligand interactions through the geometric design
of networks. Statistical evaluations and case studies conducted on individual
subtasks demonstrate that Delete has a significant ability to produce molecules
with superior binding affinities to protein targets and reasonable
drug-likeness from given fragments or atoms. This feature may assist medicinal
chemists in developing not only me-too/me-better products from existing drugs
but also hit-to-lead for first-in-class drugs in a highly efficient manner."
2502.13344v3,"K-Paths: Reasoning over Graph Paths for Drug Repurposing and Drug
  Interaction Prediction",2025-02-18T23:55:24Z,"Tassallah Abdullahi, Ioanna Gemou, Nihal V. Nayak, Ghulam Murtaza, Stephen H. Bach, Carsten Eickhoff, Ritambhara Singh",http://arxiv.org/abs/2502.13344v3,http://arxiv.org/pdf/2502.13344v3,"Proceedings of the 31st ACM SIGKDD Conference on Knowledge
  Discovery and Data Mining V.2 (KDD '25), August 3--7, 2025, Toronto, ON,
  Canada",No comment found,"Biomedical knowledge graphs (KGs) encode rich, structured information
critical for drug discovery tasks, but extracting meaningful insights from
large-scale KGs remains challenging due to their complex structure. Existing
biomedical subgraph retrieval methods are tailored for graph neural networks
(GNNs), limiting compatibility with other paradigms, including large language
models (LLMs). We introduce K-Paths, a model-agnostic retrieval framework that
extracts structured, diverse, and biologically meaningful multi-hop paths from
dense biomedical KGs. These paths enable the prediction of unobserved drug-drug
and drug-disease interactions, including those involving entities not seen
during training, thus supporting inductive reasoning. K-Paths is training-free
and employs a diversity-aware adaptation of Yen's algorithm to extract the K
shortest loopless paths between entities in a query, prioritizing biologically
relevant and relationally diverse connections. These paths serve as concise,
interpretable reasoning chains that can be directly integrated with LLMs or
GNNs to improve generalization, accuracy, and enable explainable inference.
Experiments on benchmark datasets show that K-Paths improves zero-shot
reasoning across state-of-the-art LLMs. For instance, Tx-Gemma 27B improves by
19.8 and 4.0 F1 points on interaction severity prediction and drug repurposing
tasks, respectively. Llama 70B achieves gains of 8.5 and 6.2 points on the same
tasks. K-Paths also boosts the training efficiency of EmerGNN, a
state-of-the-art GNN, by reducing the KG size by 90% while maintaining
predictive performance. Beyond efficiency, K-Paths bridges the gap between KGs
and LLMs, enabling scalable and explainable LLM-augmented scientific discovery.
We release our code and the retrieved paths as a benchmark for inductive
reasoning."
2409.07377v2,Spatial structure facilitates evolutionary rescue by drug resistance,2024-09-11T16:10:17Z,"Cecilia Fruet, Ella Linxia Müller, Claude Loverdo, Anne-Florence Bitbol",http://arxiv.org/abs/2409.07377v2,http://arxiv.org/pdf/2409.07377v2,No journal ref found,No comment found,"Bacterial populations often have complex spatial structures, which can impact
their evolution. Here, we study how spatial structure affects the evolution of
antibiotic resistance in a bacterial population. We consider a minimal model of
spatially structured populations where all demes (i.e., subpopulations) are
identical and connected to each other by identical migration rates. We show
that spatial structure can facilitate the survival of a bacterial population to
antibiotic treatment, starting from a sensitive inoculum. Specifically, the
bacterial population can be rescued if antibiotic resistant mutants appear and
are present when drug is added, and spatial structure can impact the fate of
these mutants and the probability that they are present. Indeed, the
probability of fixation of neutral or deleterious mutations providing drug
resistance is increased in smaller populations. This promotes local fixation of
resistant mutants in the structured population, which facilitates evolutionary
rescue by drug resistance in the rare mutation regime. Once the population is
rescued by resistance, migrations allow resistant mutants to spread in all
demes. Our main result that spatial structure facilitates evolutionary rescue
by antibiotic resistance extends to more complex spatial structures, and to the
case where there are resistant mutants in the inoculum."
1203.3315v1,"A remarkable emergent property of spontaneous (amino acid content)
  symmetry breaking",2012-03-15T10:43:51Z,R. A. Broglia,http://arxiv.org/abs/1203.3315v1,http://arxiv.org/pdf/1203.3315v1,No journal ref found,No comment found,"Learning how proteins fold will hardly have any impact in the way
conventional -- active site centered -- drugs are designed. On the other hand,
this knowledge is proving instrumental in defining a new paradigm for the
identification of drugs against any target protein: folding inhibition.
Targeting folding renders drugs less prone to elicit spontaneous genetic
mutations which in many cases, notably in connection with viruses like the
Human Immunodeficiency Virus (HIV), can block therapeutic action. From the
progress which has taken place during the last years in the understanding of
the becoming of a protein, and how to read from the corresponding sequences the
associated three-dimensional, biologically active, native structure, the idea
of non-conventional (folding) inhibitors and thus of leads to eventual drugs to
fight disease, arguably, without creating resistance, emerges as a distinct
possibility."
1609.05462v1,"Calcite single crystals as hosts for atomic-scale entrapment and slow
  release of drugs",2016-09-18T10:31:25Z,"Giulia Magnabosco, Matteo Di Giosia, Iryna Polishchuk, Eva Weber, Simona Fermani, Andrea Bottoni, Francesco Zerbetto, Boaz Pokroy, Stefania Rapino, Giuseppe Falini, Matteo Calvaresi",http://arxiv.org/abs/1609.05462v1,http://arxiv.org/pdf/1609.05462v1,No journal ref found,"Advanced Healthcare Materials, 2015","This study presents a complete structural and biological characterization of
Doxorubicin CaCO3 single crystals as a pH responsive drug carrier. Using a
biomimetic approach, it was demonstrated that calcite single crystals are able,
during their growth in presence of doxorubicin, to entrap drug molecules inside
their lattice, along specific crystallographic directions. High resolution
synchrotron powder diffraction measurements allowed the determination of the
lattice distortion and microstructural parameters. Confocal microscopy
confirmed that doxorubicin is uniformly embedded in the crystal and that the
drug is not only adsorbed on the crystal surface. A slow release of DOX is
obtained that occurs preferentially in proximity of the crystals, targeting
cancer cells."
1701.01329v1,"Generating Focussed Molecule Libraries for Drug Discovery with Recurrent
  Neural Networks",2017-01-05T14:28:34Z,"Marwin H. S. Segler, Thierry Kogej, Christian Tyrchan, Mark P. Waller",http://arxiv.org/abs/1701.01329v1,http://arxiv.org/pdf/1701.01329v1,No journal ref found,"17 pages, 17 figures","In de novo drug design, computational strategies are used to generate novel
molecules with good affinity to the desired biological target. In this work, we
show that recurrent neural networks can be trained as generative models for
molecular structures, similar to statistical language models in natural
language processing. We demonstrate that the properties of the generated
molecules correlate very well with the properties of the molecules used to
train the model. In order to enrich libraries with molecules active towards a
given biological target, we propose to fine-tune the model with small sets of
molecules, which are known to be active against that target.
  Against Staphylococcus aureus, the model reproduced 14% of 6051 hold-out test
molecules that medicinal chemists designed, whereas against Plasmodium
falciparum (Malaria) it reproduced 28% of 1240 test molecules. When coupled
with a scoring function, our model can perform the complete de novo drug design
cycle to generate large sets of novel molecules for drug discovery."
1706.05549v1,A Large-Scale CNN Ensemble for Medication Safety Analysis,2017-06-17T15:06:58Z,"Liliya Akhtyamova, Andrey Ignatov, John Cardiff",http://arxiv.org/abs/1706.05549v1,http://arxiv.org/pdf/1706.05549v1,No journal ref found,No comment found,"Revealing Adverse Drug Reactions (ADR) is an essential part of post-marketing
drug surveillance, and data from health-related forums and medical communities
can be of a great significance for estimating such effects. In this paper, we
propose an end-to-end CNN-based method for predicting drug safety on user
comments from healthcare discussion forums. We present an architecture that is
based on a vast ensemble of CNNs with varied structural parameters, where the
prediction is determined by the majority vote. To evaluate the performance of
the proposed solution, we present a large-scale dataset collected from a
medical website that consists of over 50 thousand reviews for more than 4000
drugs. The results demonstrate that our model significantly outperforms
conventional approaches and predicts medicine safety with an accuracy of 87.17%
for binary and 62.88% for multi-classification tasks."
1709.03309v1,Discriminant chronicles mining: Application to care pathways analytics,2017-09-11T09:37:07Z,"Yann Dauxais, Thomas Guyet, David Gross-Amblard, André Happe",http://arxiv.org/abs/1709.03309v1,http://arxiv.org/pdf/1709.03309v1,No journal ref found,"Artificial Intelligence in Medicine, Jun 2017, Vienna, Austria. 2017,
  16th Conference on Artificial Intelligence in Medicine","Pharmaco-epidemiology (PE) is the study of uses and effects of drugs in well
defined populations. As medico-administrative databases cover a large part of
the population, they have become very interesting to carry PE studies. Such
databases provide longitudinal care pathways in real condition containing
timestamped care events, especially drug deliveries. Temporal pattern mining
becomes a strategic choice to gain valuable insights about drug uses. In this
paper we propose DCM, a new discriminant temporal pattern mining algorithm. It
extracts chronicle patterns that occur more in a studied population than in a
control population. We present results on the identification of possible
associations between hospitalizations for seizure and anti-epileptic drug
switches in care pathway of epileptic patients."
1811.09610v1,Network Abstractions of Prescription Patterns in a Medicaid Population,2018-11-21T21:28:55Z,"Radhakrishnan Nagarajan, Jeffery Talbert",http://arxiv.org/abs/1811.09610v1,http://arxiv.org/pdf/1811.09610v1,No journal ref found,"9 Pages, 3 Figures, 3 Tables","Understanding prescription patterns have relied largely on aggregate
statistical measures. Evidence of doctor-shopping, inappropriate prescribing,
drug diversion and patient seeking prescription drugs across multiple
prescribers demand understanding the concerted working of prescribers and
prescriber communities as opposed to treating them as independent entities. We
model potential associations between prescribers as prescriber-prescriber
network (PPN) and subsequently investigate its properties across Schedule II,
III, IV drugs in a single month in a Medicaid population. Community structure
detection algorithms and geo-spatial layouts revealed characteristic patterns
in PPN markedly different from their random graph surrogate counterparts
rejecting them as potential generative mechanism. Outlier detection with
recommended thresholds also revealed a subset of prescriber specialties to be
constitutively flagged across Schedule II, III, IV drugs. Presence of
prescriber communities may assist in targeted monitoring and their deviation
from random graphs may serve as a metric in assessing PPN evolution temporally
and pre-/post- interventions."
1908.00654v1,"Teasing out the overall survival benefit with adjustment for treatment
  switching to other therapies",2019-08-01T23:01:50Z,"Yuqing Xu, Meijing Wu, Weili He, Qiming Liao, Yabing Mai",http://arxiv.org/abs/1908.00654v1,http://arxiv.org/pdf/1908.00654v1,No journal ref found,No comment found,"In oncology clinical trials, characterizing the long-term overall survival
(OS) benefit for an experimental drug or treatment regimen (experimental group)
is often unobservable if some patients in the control group switch to drugs in
the experimental group and/or other cancer treatments after disease
progression. A key question often raised by payers and reimbursement agencies
is how to estimate the true benefit of the experimental drug group on overall
survival that would have been estimated if there were no treatment switches.
Several commonly used statistical methods are available to estimate overall
survival benefit while adjusting for treatment switching, ranging from naive
exclusion or censoring approaches to more advanced methods including inverse
probability of censoring weighting (IPCW), iterative parameter estimation (IPE)
algorithm or rank-preserving structural failure time models (RPSFTM). However,
many clinical trials now have patients switching to different treatment
regimens other than the test drugs, and the existing methods cannot handle more
complicated scenarios. To address this challenge, we propose two additional
methods: stratified RPSFTM and random-forest-based prediction. A simulation
study is conducted to assess the properties of the existing methods along with
the two newly proposed approaches."
1909.06609v2,"Learning Interpretable Disease Self-Representations for Drug
  Repositioning",2019-09-14T15:11:37Z,"Fabrizio Frasca, Diego Galeano, Guadalupe Gonzalez, Ivan Laponogov, Kirill Veselkov, Alberto Paccanaro, Michael M. Bronstein",http://arxiv.org/abs/1909.06609v2,http://arxiv.org/pdf/1909.06609v2,No journal ref found,"10 pages, 2 figures, v2 corresponds to the camera ready version
  accepted at the Graph Representation Learning Workshop, NeurIPS 2019","Drug repositioning is an attractive cost-efficient strategy for the
development of treatments for human diseases. Here, we propose an interpretable
model that learns disease self-representations for drug repositioning. Our
self-representation model represents each disease as a linear combination of a
few other diseases. We enforce proximity in the learnt representations in a way
to preserve the geometric structure of the human phenome network - a
domain-specific knowledge that naturally adds relational inductive bias to the
disease self-representations. We prove that our method is globally optimal and
show results outperforming state-of-the-art drug repositioning approaches. We
further show that the disease self-representations are biologically
interpretable."
2003.12400v1,"Metabolic graphs, LIFE method and the modeling of drug action on
  Mycobacterium tuberculosis",2020-03-26T17:04:23Z,"Sean T. McQuade, Nathaniel J. Merrill, Benedetto Piccoli",http://arxiv.org/abs/2003.12400v1,http://arxiv.org/pdf/2003.12400v1,No journal ref found,"22 pages, 8 figures (4pdf,4tikz)","This paper serves as a framework for designing advanced models for drug
action on metabolism. Drug treatment may affect metabolism by either enhancing
or inhibiting metabolic reactions comprising a metabolic network. We introduce
the concept of \textit{metabolic graphs}, a generalization of hypergraphs
having specialized features common to metabolic networks.
Linear-in-flux-expression (briefly LIFE) is a methodology for analyzing
metabolic networks and simulating virtual patients. We extend LIFE dynamics to
be compatible with metabolic graphs, including the more complex interactions of
enhancer and inhibitor molecules that affect biochemical reactions. We discuss
results considering network structure required for existence and uniqueness of
equilibria on metabolic graphs and show simulations of drug action on
\textit{Mycobacterium tuberculosis} (briefly MTB)"
2008.11804v2,"Deep Inverse Reinforcement Learning for Structural Evolution of Small
  Molecules",2020-07-24T17:21:59Z,"Brighter Agyemang, Wei-Ping Wu, Daniel Addo, Michael Y. Kpiebaareh, Ebenezer Nanor, Charles Roland Haruna",http://arxiv.org/abs/2008.11804v2,http://arxiv.org/pdf/2008.11804v2,No journal ref found,No comment found,"The size and quality of chemical libraries to the drug discovery pipeline are
crucial for developing new drugs or repurposing existing drugs. Existing
techniques such as combinatorial organic synthesis and High-Throughput
Screening usually make the process extraordinarily tough and complicated since
the search space of synthetically feasible drugs is exorbitantly huge. While
reinforcement learning has been mostly exploited in the literature for
generating novel compounds, the requirement of designing a reward function that
succinctly represents the learning objective could prove daunting in certain
complex domains. Generative Adversarial Network-based methods also mostly
discard the discriminator after training and could be hard to train. In this
study, we propose a framework for training a compound generator and learning a
transferable reward function based on the entropy maximization inverse
reinforcement learning paradigm. We show from our experiments that the inverse
reinforcement learning route offers a rational alternative for generating
chemical compounds in domains where reward function engineering may be less
appealing or impossible while data exhibiting the desired objective is readily
available."
2105.10489v1,"Evening the Score: Targeting SARS-CoV-2 Protease Inhibition in Graph
  Generative Models for Therapeutic Candidates",2021-05-07T18:39:25Z,"Jenna Bilbrey, Logan Ward, Sutanay Choudhury, Neeraj Kumar, Ganesh Sivaraman",http://arxiv.org/abs/2105.10489v1,http://arxiv.org/pdf/2105.10489v1,"Published at ICLR 2021 Workshop on Machine Learning for Preventing
  and Combating Pandemics",arXiv admin note: substantial text overlap with arXiv:2102.04977,"We examine a pair of graph generative models for the therapeutic design of
novel drug candidates targeting SARS-CoV-2 viral proteins. Due to a sense of
urgency, we chose well-validated models with unique strengths: an autoencoder
that generates molecules with similar structures to a dataset of drugs with
anti-SARS activity and a reinforcement learning algorithm that generates highly
novel molecules. During generation, we explore optimization toward several
design targets to balance druglikeness, synthetic accessability, and anti-SARS
activity based on \icfifty. This generative
framework\footnote{https://github.com/exalearn/covid-drug-design} will
accelerate drug discovery in future pandemics through the high-throughput
generation of targeted therapeutic candidates."
2210.11482v1,"A Methodology for the Prediction of Drug Target Interaction using CDK
  Descriptors",2022-10-20T09:25:14Z,"Tanya Liyaqat, Tanvir Ahmad, Chandni Saxena",http://arxiv.org/abs/2210.11482v1,http://arxiv.org/pdf/2210.11482v1,No journal ref found,"12 pages, Accepted in ICONIP 2022","Detecting probable Drug Target Interaction (DTI) is a critical task in drug
discovery. Conventional DTI studies are expensive, labor-intensive, and take a
lot of time, hence there are significant reasons to construct useful
computational techniques that may successfully anticipate possible DTIs.
Although certain methods have been developed for this cause, numerous
interactions are yet to be discovered, and prediction accuracy is still low. To
meet these challenges, we propose a DTI prediction model built on molecular
structure of drugs and sequence of target proteins. In the proposed model, we
use Simplified Molecular Input Line Entry System (SMILES) to create CDK
descriptors, Molecular ACCess System (MACCS) fingerprints, Electrotopological
state (Estate) fingerprints and amino acid sequences of targets to get Pseudo
Amino Acid Composition (PseAAC). We target to evaluate performance of DTI
prediction models using CDK descriptors. For comparison, we use benchmark data
and evaluate models performance on two widely used fingerprints, MACCS
fingerprints and Estate fingerprints. The evaluation of performances shows that
CDK descriptors are superior at predicting DTIs. The proposed method also
outperforms other previously published techniques significantly."
2306.02206v2,"Mitigating Molecular Aggregation in Drug Discovery with Predictive
  Insights from Explainable AI",2023-06-03T22:30:45Z,"Hunter Sturm, Jonas Teufel, Kaitlin A. Isfeld, Pascal Friederich, Rebecca L. Davis",http://arxiv.org/abs/2306.02206v2,http://arxiv.org/pdf/2306.02206v2,No journal ref found,"10 pages, 6 figures, one TOC figure, plus SI","Herein, we present the application of MEGAN, our explainable AI (xAI) model,
for the identification of small colloidally aggregating molecules (SCAMs). This
work offers solutions to the long-standing problem of false positives caused by
SCAMs in high throughput screening for drug discovery and demonstrates the
power of xAI in the classification of molecular properties that are not
chemically intuitive based on our current understanding. We leverage xAI
insights and molecular counterfactuals to design alternatives to problematic
compounds in drug screening libraries. Additionally, we experimentally validate
the MEGAN prediction classification for one of the counterfactuals and
demonstrate the utility of counterfactuals for altering the aggregation
properties of a compound through minor structural modifications. The
integration of this method in high-throughput screening approaches will help
combat and circumvent false positives, providing better lead molecules more
rapidly and thus accelerating drug discovery cycles."
2308.11890v3,"Shape-conditioned 3D Molecule Generation via Equivariant Diffusion
  Models",2023-08-23T03:23:07Z,"Ziqi Chen, Bo Peng, Srinivasan Parthasarathy, Xia Ning",http://arxiv.org/abs/2308.11890v3,http://arxiv.org/pdf/2308.11890v3,No journal ref found,No comment found,"Ligand-based drug design aims to identify novel drug candidates of similar
shapes with known active molecules. In this paper, we formulated an in silico
shape-conditioned molecule generation problem to generate 3D molecule
structures conditioned on the shape of a given molecule. To address this
problem, we developed a translation- and rotation-equivariant shape-guided
generative model ShapeMol. ShapeMol consists of an equivariant shape encoder
that maps molecular surface shapes into latent embeddings, and an equivariant
diffusion model that generates 3D molecules based on these embeddings.
Experimental results show that ShapeMol can generate novel, diverse, drug-like
molecules that retain 3D molecular shapes similar to the given shape condition.
These results demonstrate the potential of ShapeMol in designing drug
candidates of desired 3D shapes binding to protein target pockets."
2309.14452v1,"Forecasting drug overdose mortality by age in the United States at the
  national and county levels",2023-09-25T18:18:04Z,"Lucas Böttcher, Tom Chou, Maria R. D'Orsogna",http://arxiv.org/abs/2309.14452v1,http://arxiv.org/pdf/2309.14452v1,No journal ref found,"18 pages, 7 figures","The drug overdose crisis in the United States continues to intensify.
Fatalities have increased five-fold since 1999 reaching a record high of
108,000 deaths in 2021. The epidemic has unfolded through distinct waves of
different drug types, uniquely impacting various age, gender, race and ethnic
groups in specific geographical areas. One major challenge in designing
effective interventions is the forecasting of age-specific overdose patterns at
the local level so that prevention and preparedness can be effectively
delivered. We develop a forecasting method that assimilates observational data
obtained from the CDC WONDER database with an age-structured model of addiction
and overdose mortality. We apply our method nationwide and to three select
areas: Los Angeles County, Cook County and the five boroughs of New York City,
providing forecasts of drug-overdose mortality and estimates of relevant
epidemiological quantities, such as mortality and age-specific addiction rates."
